State,Country,Latitude,Longitude,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Qatar,25.3548,51.1839,2/4/20,0,0,0,0,Eastern Mediterranean
,Romania,45.9432,24.9668,2/4/20,0,0,0,0,Europe
,Russia,60.0,90.0,2/4/20,2,0,0,2,Europe
,Rwanda,-1.9403,29.8739,2/4/20,0,0,0,0,Africa
,Saint Lucia,13.9094,-60.9789,2/4/20,0,0,0,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2/4/20,0,0,0,0,Americas
,San Marino,43.9424,12.4578,2/4/20,0,0,0,0,Europe
,Saudi Arabia,24.0,45.0,2/4/20,0,0,0,0,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2/4/20,0,0,0,0,Africa
,Serbia,44.0165,21.0059,2/4/20,0,0,0,0,Europe
,Seychelles,-4.6796,55.492,2/4/20,0,0,0,0,Africa
,Singapore,1.2833,103.8333,2/4/20,24,0,0,24,Western Pacific
,Slovakia,48.669,19.699,2/4/20,0,0,0,0,Europe
,Slovenia,46.1512,14.9955,2/4/20,0,0,0,0,Europe
,Somalia,5.1521,46.1996,2/4/20,0,0,0,0,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2/4/20,0,0,0,0,Africa
,Spain,40.0,-4.0,2/4/20,1,0,0,1,Europe
,Sri Lanka,7.0,81.0,2/4/20,1,0,0,1,South-East Asia
,Sudan,12.8628,30.2176,2/4/20,0,0,0,0,Eastern Mediterranean
,Suriname,3.9193,-56.0278,2/4/20,0,0,0,0,Americas
,Sweden,63.0,16.0,2/4/20,1,0,0,1,Europe
,Switzerland,46.8182,8.2275,2/4/20,0,0,0,0,Europe
,Taiwan*,23.7,121.0,2/4/20,11,0,0,11,Western Pacific
,Tanzania,-6.369,34.8888,2/4/20,0,0,0,0,Africa
,Thailand,15.0,101.0,2/4/20,25,0,5,20,South-East Asia
,Togo,8.6195,0.8248,2/4/20,0,0,0,0,Africa
,Trinidad and Tobago,10.6918,-61.2225,2/4/20,0,0,0,0,Americas
,Tunisia,34.0,9.0,2/4/20,0,0,0,0,Eastern Mediterranean
,Turkey,38.9637,35.2433,2/4/20,0,0,0,0,Europe
,Uganda,1.0,32.0,2/4/20,0,0,0,0,Africa
,Ukraine,48.3794,31.1656,2/4/20,0,0,0,0,Europe
,United Arab Emirates,24.0,54.0,2/4/20,5,0,0,5,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,2/4/20,0,0,0,0,Europe
Cayman Islands,Cayman Islands (UK),19.3133,-81.2546,2/4/20,0,0,0,0,Americas
Channel Islands,United Kingdom,49.3723,-2.3644,2/4/20,0,0,0,0,Europe
Gibraltar,Gibraltar (UK),36.1408,-5.3536,2/4/20,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2/4/20,0,0,0,0,Europe
Montserrat,Montserrat (UK),16.7425,-62.1874,2/4/20,0,0,0,0,Americas
,United Kingdom,55.3781,-3.4360000000000004,2/4/20,2,0,0,2,Europe
,Uruguay,-32.5228,-55.7658,2/4/20,0,0,0,0,Americas
,US,37.0902,-95.7129,2/4/20,11,0,0,11,Americas
,Uzbekistan,41.3775,64.5853,2/4/20,0,0,0,0,Europe
,Venezuela,6.4238,-66.5897,2/4/20,0,0,0,0,Americas
,Vietnam,16.0,108.0,2/4/20,8,0,1,7,Western Pacific
,Zambia,-15.4167,28.2833,2/4/20,0,0,0,0,Africa
,Zimbabwe,-20.0,30.0,2/4/20,0,0,0,0,Africa
,Dominica,15.415,-61.371,2/4/20,0,0,0,0,Americas
,Grenada,12.1165,-61.679,2/4/20,0,0,0,0,Americas
,Mozambique,-18.665695,35.529562,2/4/20,0,0,0,0,Africa
,Syria,34.802075,38.99681500000001,2/4/20,0,0,0,0,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,2/4/20,0,0,0,0,South-East Asia
,Belize,13.1939,-59.5432,2/4/20,0,0,0,0,Americas
,Laos,19.85627,102.495496,2/4/20,0,0,0,0,Western Pacific
,Libya,26.3351,17.228331,2/4/20,0,0,0,0,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,2/4/20,0,0,0,0,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,2/4/20,0,0,0,0,Africa
,Mali,17.570692,-3.996166000000001,2/4/20,0,0,0,0,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2/4/20,0,0,0,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,2/4/20,0,0,0,0,Americas
Yukon,Canada,64.2823,-135.0,2/4/20,0,0,0,0,Americas
,Kosovo,42.602636,20.902977,2/4/20,0,0,0,0,Europe
,Burma,21.9162,95.956,2/4/20,0,0,0,0,South-East Asia
Anguilla,Anguilla (UK),18.2206,-63.0686,2/4/20,0,0,0,0,Americas
British Virgin Islands,British Virgin Islands (UK),18.4207,-64.64,2/4/20,0,0,0,0,Americas
Turks and Caicos Islands,Turks and Caicos Islands (UK),21.69400000000001,-71.7979,2/4/20,0,0,0,0,Americas
,Botswana,-22.3285,24.6849,2/4/20,0,0,0,0,Africa
,Burundi,-3.3731,29.9189,2/4/20,0,0,0,0,Africa
,Sierra Leone,8.460555000000001,-11.779889,2/4/20,0,0,0,0,Africa
,Malawi,-13.254307999999998,34.301525,2/4/20,0,0,0,0,Africa
Falkland Islands (Malvinas),Falkland Islands (Malvinas) (UK),-51.7963,-59.5236,2/4/20,0,0,0,0,Africa
Saint Pierre and Miquelon,Saint Pierre and Miquelon (FR),46.8852,-56.3159,2/4/20,0,0,0,0,Americas
,South Sudan,6.877000000000002,31.307,2/4/20,0,0,0,0,Africa
,Western Sahara,24.2155,-12.8858,2/4/20,0,0,0,0,Africa
,Sao Tome and Principe,0.18636,6.613081,2/4/20,0,0,0,0,Africa
,Yemen,15.552727,48.516388,2/4/20,0,0,0,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,2/4/20,0,0,0,0,Africa
,Tajikistan,38.861034,71.276093,2/4/20,0,0,0,0,Europe
,Lesotho,-29.609988,28.233608,2/4/20,0,0,0,0,Africa
,Afghanistan,33.0,65.0,2/5/20,0,0,0,0,Eastern Mediterranean
,Albania,41.1533,20.1683,2/5/20,0,0,0,0,Europe
,Algeria,28.0339,1.6596,2/5/20,0,0,0,0,Africa
,Andorra,42.5063,1.5218,2/5/20,0,0,0,0,Europe
,Angola,-11.2027,17.8739,2/5/20,0,0,0,0,Africa
,Antigua and Barbuda,17.0608,-61.7964,2/5/20,0,0,0,0,Americas
,Argentina,-38.4161,-63.6167,2/5/20,0,0,0,0,Americas
,Armenia,40.0691,45.0382,2/5/20,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2/5/20,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2/5/20,4,0,2,2,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2/5/20,0,0,0,0,Western Pacific
Queensland,Australia,-28.0167,153.4,2/5/20,3,0,0,3,Western Pacific
South Australia,Australia,-34.9285,138.6007,2/5/20,2,0,0,2,Western Pacific
Tasmania,Australia,-41.4545,145.9707,2/5/20,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2/5/20,4,0,0,4,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2/5/20,0,0,0,0,Western Pacific
,Austria,47.5162,14.5501,2/5/20,0,0,0,0,Europe
,Azerbaijan,40.1431,47.5769,2/5/20,0,0,0,0,Europe
,Bahamas,25.0343,-77.3963,2/5/20,0,0,0,0,Americas
,Bahrain,26.0275,50.55,2/5/20,0,0,0,0,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2/5/20,0,0,0,0,South-East Asia
,Barbados,13.1939,-59.5432,2/5/20,0,0,0,0,Americas
,Belarus,53.7098,27.9534,2/5/20,0,0,0,0,Europe
,Belgium,50.8333,4.0,2/5/20,1,0,0,1,Europe
,Benin,9.3077,2.3158,2/5/20,0,0,0,0,Africa
,Bhutan,27.5142,90.4336,2/5/20,0,0,0,0,South-East Asia
,Bolivia,-16.2902,-63.5887,2/5/20,0,0,0,0,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2/5/20,0,0,0,0,Europe
,Brazil,-14.235,-51.9253,2/5/20,0,0,0,0,Americas
,Brunei,4.5353,114.7277,2/5/20,0,0,0,0,Western Pacific
,Bulgaria,42.7339,25.4858,2/5/20,0,0,0,0,Europe
,Burkina Faso,12.2383,-1.5616,2/5/20,0,0,0,0,Africa
,Cabo Verde,16.5388,-23.0418,2/5/20,0,0,0,0,Africa
,Cambodia,11.55,104.9167,2/5/20,1,0,0,1,Western Pacific
,Cameroon,3.848,11.5021,2/5/20,0,0,0,0,Africa
Alberta,Canada,53.9333,-116.5765,2/5/20,0,0,0,0,Americas
British Columbia,Canada,49.2827,-123.1207,2/5/20,2,0,0,2,Americas
Manitoba,Canada,53.7609,-98.8139,2/5/20,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2/5/20,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2/5/20,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,2/5/20,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2/5/20,3,0,0,3,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2/5/20,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2/5/20,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2/5/20,0,0,0,0,Americas
,Central African Republic,6.6111,20.9394,2/5/20,0,0,0,0,Africa
,Chad,15.4542,18.7322,2/5/20,0,0,0,0,Africa
,Chile,-35.6751,-71.543,2/5/20,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,2/5/20,530,0,23,507,Western Pacific
Beijing,China,40.1824,116.4142,2/5/20,253,1,24,228,Western Pacific
Chongqing,China,30.0572,107.874,2/5/20,389,2,15,372,Western Pacific
Fujian,China,26.0789,117.9874,2/5/20,205,0,11,194,Western Pacific
Gansu,China,37.8099,101.0583,2/5/20,62,0,6,56,Western Pacific
Guangdong,China,23.3417,113.4244,2/5/20,895,0,49,846,Western Pacific
Guangxi,China,23.8298,108.7881,2/5/20,150,0,13,137,Western Pacific
Guizhou,China,26.8154,106.8748,2/5/20,64,1,9,54,Western Pacific
Hainan,China,19.1959,109.7453,2/5/20,99,1,5,93,Western Pacific
Hebei,China,39.549,116.1306,2/5/20,135,1,6,128,Western Pacific
Heilongjiang,China,47.862,127.7615,2/5/20,190,2,7,181,Western Pacific
Henan,China,33.882,113.614,2/5/20,764,2,47,715,Western Pacific
Hong Kong,China,22.3,114.2,2/5/20,21,1,0,20,Western Pacific
Hubei,China,30.9756,112.2707,2/5/20,19665,549,633,18483,Western Pacific
Hunan,China,27.6104,111.7088,2/5/20,661,0,54,607,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2/5/20,42,0,3,39,Western Pacific
Jiangsu,China,32.9711,119.455,2/5/20,341,0,23,318,Western Pacific
Jiangxi,China,27.614,115.7221,2/5/20,548,0,27,521,Western Pacific
Jilin,China,43.6661,126.1923,2/5/20,54,0,2,52,Western Pacific
Liaoning,China,41.2956,122.6085,2/5/20,89,0,4,85,Western Pacific
Macau,China,22.1667,113.55,2/5/20,10,0,0,10,Western Pacific
Ningxia,China,37.2692,106.1655,2/5/20,34,0,1,33,Western Pacific
Qinghai,China,35.7452,95.9956,2/5/20,17,0,3,14,Western Pacific
Shaanxi,China,35.1917,108.8701,2/5/20,165,0,6,159,Western Pacific
Shandong,China,36.3427,118.1498,2/5/20,307,0,15,292,Western Pacific
Shanghai,China,31.202,121.4491,2/5/20,243,1,15,227,Western Pacific
Shanxi,China,37.5777,112.2922,2/5/20,81,0,5,76,Western Pacific
Sichuan,China,30.6171,102.7103,2/5/20,301,1,24,276,Western Pacific
Tianjin,China,39.3054,117.323,2/5/20,69,1,2,66,Western Pacific
Tibet,China,31.6927,88.0924,2/5/20,1,0,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2/5/20,32,0,0,32,Western Pacific
Yunnan,China,24.974,101.487,2/5/20,128,0,5,123,Western Pacific
Zhejiang,China,29.1832,120.0934,2/5/20,895,0,78,817,Western Pacific
,Colombia,4.5709,-74.2973,2/5/20,0,0,0,0,Americas
,Congo (Brazzaville),-4.0383,21.7587,2/5/20,0,0,0,0,Africa
,Congo (Kinshasa),-4.0383,21.7587,2/5/20,0,0,0,0,Africa
,Costa Rica,9.7489,-83.7534,2/5/20,0,0,0,0,Americas
,Cote d'Ivoire,7.54,-5.5471,2/5/20,0,0,0,0,Africa
,Croatia,45.1,15.2,2/5/20,0,0,0,0,Europe
,Cuba,22.0,-80.0,2/5/20,0,0,0,0,Americas
,Cyprus,35.1264,33.4299,2/5/20,0,0,0,0,Europe
,Czechia,49.8175,15.473,2/5/20,0,0,0,0,Europe
Faroe Islands,Faroe Islands (DK),61.8926,-6.9118,2/5/20,0,0,0,0,
Greenland,Greenland (DK),71.7069,-42.6043,2/5/20,0,0,0,0,Europe
,Denmark,56.2639,9.5018,2/5/20,0,0,0,0,Europe
,Djibouti,11.8251,42.5903,2/5/20,0,0,0,0,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2/5/20,0,0,0,0,Americas
,Ecuador,-1.8312,-78.1834,2/5/20,0,0,0,0,Americas
,Egypt,26.0,30.0,2/5/20,0,0,0,0,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2/5/20,0,0,0,0,Americas
,Equatorial Guinea,1.5,10.0,2/5/20,0,0,0,0,Africa
,Eritrea,15.1794,39.7823,2/5/20,0,0,0,0,Africa
,Estonia,58.5953,25.0136,2/5/20,0,0,0,0,Europe
,Eswatini,-26.5225,31.4659,2/5/20,0,0,0,0,Africa
,Ethiopia,9.145,40.4897,2/5/20,0,0,0,0,Africa
,Fiji,-17.7134,178.065,2/5/20,0,0,0,0,Western Pacific
,Finland,64.0,26.0,2/5/20,1,0,0,1,Europe
French Guiana,French Guiana,3.9339,-53.1258,2/5/20,0,0,0,0,Americas
French Polynesia,French Polynesia,-17.6797,149.4068,2/5/20,0,0,0,0,Western Pacific
Guadeloupe,Guadeloupe (FR),16.25,-61.5833,2/5/20,0,0,0,0,Americas
Mayotte,Mayotte (FR),-12.8275,45.1662,2/5/20,0,0,0,0,Africa
New Caledonia,France,-20.9043,165.618,2/5/20,0,0,0,0,Europe
Reunion,Reunion (FR),-21.1351,55.2471,2/5/20,0,0,0,0,Africa
Saint Barthelemy,France,17.9,-62.8333,2/5/20,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,2/5/20,0,0,0,0,Europe
Martinique,Martinique (FR),14.6415,-61.0242,2/5/20,0,0,0,0,Americas
,France,46.2276,2.2137,2/5/20,6,0,0,6,Europe
,Gabon,-0.8037,11.6094,2/5/20,0,0,0,0,Africa
,Gambia,13.4432,-15.3101,2/5/20,0,0,0,0,Africa
,Georgia,42.3154,43.3569,2/5/20,0,0,0,0,Europe
,Germany,51.0,9.0,2/5/20,12,0,0,12,Europe
,Ghana,7.9465,-1.0232,2/5/20,0,0,0,0,Africa
,Greece,39.0742,21.8243,2/5/20,0,0,0,0,Europe
,Guatemala,15.7835,-90.2308,2/5/20,0,0,0,0,Americas
,Guinea,9.9456,-9.6966,2/5/20,0,0,0,0,Africa
,Guyana,5.0,-58.75,2/5/20,0,0,0,0,Americas
,Haiti,18.9712,-72.2852,2/5/20,0,0,0,0,Americas
,Holy See,41.9029,12.4534,2/5/20,0,0,0,0,Europe
,Honduras,15.2,-86.2419,2/5/20,0,0,0,0,Americas
,Hungary,47.1625,19.5033,2/5/20,0,0,0,0,Europe
,Iceland,64.9631,-19.0208,2/5/20,0,0,0,0,Europe
,India,21.0,78.0,2/5/20,3,0,0,3,South-East Asia
,Indonesia,-0.7893,113.9213,2/5/20,0,0,0,0,South-East Asia
,Iran,32.0,53.0,2/5/20,0,0,0,0,Eastern Mediterranean
,Iraq,33.0,44.0,2/5/20,0,0,0,0,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2/5/20,0,0,0,0,Europe
,Israel,31.0,35.0,2/5/20,0,0,0,0,Europe
,Italy,43.0,12.0,2/5/20,2,0,0,2,Europe
,Jamaica,18.1096,-77.2975,2/5/20,0,0,0,0,Americas
,Japan,36.0,138.0,2/5/20,22,0,1,21,Western Pacific
,Jordan,31.24,36.51,2/5/20,0,0,0,0,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2/5/20,0,0,0,0,Europe
,Kenya,-0.0236,37.9062,2/5/20,0,0,0,0,Africa
,South Korea,36.0,128.0,2/5/20,19,0,0,19,Western Pacific
,Kuwait,29.5,47.75,2/5/20,0,0,0,0,Eastern Mediterranean
,Kyrgyzstan,41.2044,74.7661,2/5/20,0,0,0,0,Europe
,Latvia,56.8796,24.6032,2/5/20,0,0,0,0,Europe
,Lebanon,33.8547,35.8623,2/5/20,0,0,0,0,Eastern Mediterranean
,Liberia,6.4281,-9.4295,2/5/20,0,0,0,0,Africa
,Liechtenstein,47.14,9.55,2/5/20,0,0,0,0,Europe
,Lithuania,55.1694,23.8813,2/5/20,0,0,0,0,Europe
,Luxembourg,49.8153,6.1296,2/5/20,0,0,0,0,Europe
,Madagascar,-18.7669,46.8691,2/5/20,0,0,0,0,Africa
,Malaysia,2.5,112.5,2/5/20,12,0,0,12,Western Pacific
,Maldives,3.2028,73.2207,2/5/20,0,0,0,0,South-East Asia
,Malta,35.9375,14.3754,2/5/20,0,0,0,0,Europe
,Mauritania,21.0079,10.9408,2/5/20,0,0,0,0,Africa
,Mauritius,-20.2,57.5,2/5/20,0,0,0,0,Africa
,Mexico,23.6345,-102.5528,2/5/20,0,0,0,0,Americas
,Moldova,47.4116,28.3699,2/5/20,0,0,0,0,Europe
,Monaco,43.7333,7.4167,2/5/20,0,0,0,0,Europe
,Mongolia,46.8625,103.8467,2/5/20,0,0,0,0,Western Pacific
,Montenegro,42.5,19.3,2/5/20,0,0,0,0,Europe
,Morocco,31.7917,-7.0926,2/5/20,0,0,0,0,Eastern Mediterranean
,Namibia,-22.9576,18.4904,2/5/20,0,0,0,0,Africa
,Nepal,28.1667,84.25,2/5/20,1,0,0,1,South-East Asia
Aruba,Aruba (NL),12.5186,-70.0358,2/5/20,0,0,0,0,Americas
Curacao,Curacao (NL),12.1696,-68.99,2/5/20,0,0,0,0,Americas
Sint Maarten,Sint Maarten (NL),18.0425,-63.0548,2/5/20,0,0,0,0,Americas
,Netherlands,52.1326,5.2913,2/5/20,0,0,0,0,Europe
,New Zealand,-40.9006,174.886,2/5/20,0,0,0,0,Western Pacific
,Nicaragua,12.8654,-85.2072,2/5/20,0,0,0,0,Americas
,Niger,17.6078,8.0817,2/5/20,0,0,0,0,Africa
,Nigeria,9.082,8.6753,2/5/20,0,0,0,0,Africa
,North Macedonia,41.6086,21.7453,2/5/20,0,0,0,0,Europe
,Norway,60.472,8.4689,2/5/20,0,0,0,0,Europe
,Oman,21.0,57.0,2/5/20,0,0,0,0,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2/5/20,0,0,0,0,Eastern Mediterranean
,Panama,8.538,-80.7821,2/5/20,0,0,0,0,Americas
,Papua New Guinea,-6.315,143.9555,2/5/20,0,0,0,0,Western Pacific
,Paraguay,-23.4425,-58.4438,2/5/20,0,0,0,0,Americas
,Peru,-9.19,-75.0152,2/5/20,0,0,0,0,Americas
,Philippines,13.0,122.0,2/5/20,2,1,0,1,Western Pacific
,Poland,51.9194,19.1451,2/5/20,0,0,0,0,Europe
,Portugal,39.3999,-8.2245,2/5/20,0,0,0,0,Europe
,Qatar,25.3548,51.1839,2/5/20,0,0,0,0,Eastern Mediterranean
,Romania,45.9432,24.9668,2/5/20,0,0,0,0,Europe
,Russia,60.0,90.0,2/5/20,2,0,0,2,Europe
,Rwanda,-1.9403,29.8739,2/5/20,0,0,0,0,Africa
,Saint Lucia,13.9094,-60.9789,2/5/20,0,0,0,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2/5/20,0,0,0,0,Americas
,San Marino,43.9424,12.4578,2/5/20,0,0,0,0,Europe
,Saudi Arabia,24.0,45.0,2/5/20,0,0,0,0,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2/5/20,0,0,0,0,Africa
,Serbia,44.0165,21.0059,2/5/20,0,0,0,0,Europe
,Seychelles,-4.6796,55.492,2/5/20,0,0,0,0,Africa
,Singapore,1.2833,103.8333,2/5/20,28,0,0,28,Western Pacific
,Slovakia,48.669,19.699,2/5/20,0,0,0,0,Europe
,Slovenia,46.1512,14.9955,2/5/20,0,0,0,0,Europe
,Somalia,5.1521,46.1996,2/5/20,0,0,0,0,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2/5/20,0,0,0,0,Africa
,Spain,40.0,-4.0,2/5/20,1,0,0,1,Europe
,Sri Lanka,7.0,81.0,2/5/20,1,0,0,1,South-East Asia
,Sudan,12.8628,30.2176,2/5/20,0,0,0,0,Eastern Mediterranean
,Suriname,3.9193,-56.0278,2/5/20,0,0,0,0,Americas
,Sweden,63.0,16.0,2/5/20,1,0,0,1,Europe
,Switzerland,46.8182,8.2275,2/5/20,0,0,0,0,Europe
,Taiwan*,23.7,121.0,2/5/20,11,0,0,11,Western Pacific
,Tanzania,-6.369,34.8888,2/5/20,0,0,0,0,Africa
,Thailand,15.0,101.0,2/5/20,25,0,5,20,South-East Asia
,Togo,8.6195,0.8248,2/5/20,0,0,0,0,Africa
,Trinidad and Tobago,10.6918,-61.2225,2/5/20,0,0,0,0,Americas
,Tunisia,34.0,9.0,2/5/20,0,0,0,0,Eastern Mediterranean
,Turkey,38.9637,35.2433,2/5/20,0,0,0,0,Europe
,Uganda,1.0,32.0,2/5/20,0,0,0,0,Africa
,Ukraine,48.3794,31.1656,2/5/20,0,0,0,0,Europe
,United Arab Emirates,24.0,54.0,2/5/20,5,0,0,5,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,2/5/20,0,0,0,0,Europe
Cayman Islands,Cayman Islands (UK),19.3133,-81.2546,2/5/20,0,0,0,0,Americas
Channel Islands,United Kingdom,49.3723,-2.3644,2/5/20,0,0,0,0,Europe
Gibraltar,Gibraltar (UK),36.1408,-5.3536,2/5/20,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2/5/20,0,0,0,0,Europe
Montserrat,Montserrat (UK),16.7425,-62.1874,2/5/20,0,0,0,0,Americas
,United Kingdom,55.3781,-3.4360000000000004,2/5/20,2,0,0,2,Europe
,Uruguay,-32.5228,-55.7658,2/5/20,0,0,0,0,Americas
,US,37.0902,-95.7129,2/5/20,11,0,0,11,Americas
,Uzbekistan,41.3775,64.5853,2/5/20,0,0,0,0,Europe
,Venezuela,6.4238,-66.5897,2/5/20,0,0,0,0,Americas
,Vietnam,16.0,108.0,2/5/20,8,0,1,7,Western Pacific
,Zambia,-15.4167,28.2833,2/5/20,0,0,0,0,Africa
,Zimbabwe,-20.0,30.0,2/5/20,0,0,0,0,Africa
,Dominica,15.415,-61.371,2/5/20,0,0,0,0,Americas
,Grenada,12.1165,-61.679,2/5/20,0,0,0,0,Americas
,Mozambique,-18.665695,35.529562,2/5/20,0,0,0,0,Africa
,Syria,34.802075,38.99681500000001,2/5/20,0,0,0,0,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,2/5/20,0,0,0,0,South-East Asia
,Belize,13.1939,-59.5432,2/5/20,0,0,0,0,Americas
,Laos,19.85627,102.495496,2/5/20,0,0,0,0,Western Pacific
,Libya,26.3351,17.228331,2/5/20,0,0,0,0,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,2/5/20,0,0,0,0,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,2/5/20,0,0,0,0,Africa
,Mali,17.570692,-3.996166000000001,2/5/20,0,0,0,0,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2/5/20,0,0,0,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,2/5/20,0,0,0,0,Americas
Yukon,Canada,64.2823,-135.0,2/5/20,0,0,0,0,Americas
,Kosovo,42.602636,20.902977,2/5/20,0,0,0,0,Europe
,Burma,21.9162,95.956,2/5/20,0,0,0,0,South-East Asia
Anguilla,Anguilla (UK),18.2206,-63.0686,2/5/20,0,0,0,0,Americas
British Virgin Islands,British Virgin Islands (UK),18.4207,-64.64,2/5/20,0,0,0,0,Americas
Turks and Caicos Islands,Turks and Caicos Islands (UK),21.69400000000001,-71.7979,2/5/20,0,0,0,0,Americas
,Botswana,-22.3285,24.6849,2/5/20,0,0,0,0,Africa
,Burundi,-3.3731,29.9189,2/5/20,0,0,0,0,Africa
,Sierra Leone,8.460555000000001,-11.779889,2/5/20,0,0,0,0,Africa
,Malawi,-13.254307999999998,34.301525,2/5/20,0,0,0,0,Africa
Falkland Islands (Malvinas),Falkland Islands (Malvinas) (UK),-51.7963,-59.5236,2/5/20,0,0,0,0,Africa
Saint Pierre and Miquelon,Saint Pierre and Miquelon (FR),46.8852,-56.3159,2/5/20,0,0,0,0,Americas
,South Sudan,6.877000000000002,31.307,2/5/20,0,0,0,0,Africa
,Western Sahara,24.2155,-12.8858,2/5/20,0,0,0,0,Africa
,Sao Tome and Principe,0.18636,6.613081,2/5/20,0,0,0,0,Africa
,Yemen,15.552727,48.516388,2/5/20,0,0,0,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,2/5/20,0,0,0,0,Africa
,Tajikistan,38.861034,71.276093,2/5/20,0,0,0,0,Europe
,Lesotho,-29.609988,28.233608,2/5/20,0,0,0,0,Africa
,Afghanistan,33.0,65.0,2/6/20,0,0,0,0,Eastern Mediterranean
,Albania,41.1533,20.1683,2/6/20,0,0,0,0,Europe
,Algeria,28.0339,1.6596,2/6/20,0,0,0,0,Africa
,Andorra,42.5063,1.5218,2/6/20,0,0,0,0,Europe
,Angola,-11.2027,17.8739,2/6/20,0,0,0,0,Africa
,Antigua and Barbuda,17.0608,-61.7964,2/6/20,0,0,0,0,Americas
,Argentina,-38.4161,-63.6167,2/6/20,0,0,0,0,Americas
,Armenia,40.0691,45.0382,2/6/20,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2/6/20,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2/6/20,4,0,2,2,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2/6/20,0,0,0,0,Western Pacific
Queensland,Australia,-28.0167,153.4,2/6/20,4,0,0,4,Western Pacific
South Australia,Australia,-34.9285,138.6007,2/6/20,2,0,0,2,Western Pacific
Tasmania,Australia,-41.4545,145.9707,2/6/20,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2/6/20,4,0,0,4,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2/6/20,0,0,0,0,Western Pacific
,Austria,47.5162,14.5501,2/6/20,0,0,0,0,Europe
,Azerbaijan,40.1431,47.5769,2/6/20,0,0,0,0,Europe
,Bahamas,25.0343,-77.3963,2/6/20,0,0,0,0,Americas
,Bahrain,26.0275,50.55,2/6/20,0,0,0,0,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2/6/20,0,0,0,0,South-East Asia
,Barbados,13.1939,-59.5432,2/6/20,0,0,0,0,Americas
,Belarus,53.7098,27.9534,2/6/20,0,0,0,0,Europe
,Belgium,50.8333,4.0,2/6/20,1,0,0,1,Europe
,Benin,9.3077,2.3158,2/6/20,0,0,0,0,Africa
,Bhutan,27.5142,90.4336,2/6/20,0,0,0,0,South-East Asia
,Bolivia,-16.2902,-63.5887,2/6/20,0,0,0,0,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2/6/20,0,0,0,0,Europe
,Brazil,-14.235,-51.9253,2/6/20,0,0,0,0,Americas
